"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
415348.104;5727102.622;524.522;20070611082242219;2209;2530;4824;7394;7012;4962;23;23;31
415394.598;5727104.519;523.652;20070611082241148;2260;2565;4734;7771;7913;4724;23;30;28
415436.812;5727105.927;523.090;20070611082240180;2155;2385;4861;7042;6313;4867;24;27;30
415481.803;5727107.155;522.788;20070611082239148;2214;2312;4784;7615;6634;5374;22;23;28
415525.086;5727108.031;522.701;20070611082238156;1982;2307;4894;7008;6890;4907;19;25;28
415566.274;5727108.612;522.612;20070611082237211;2016;2296;4819;7330;6963;5104;30;20;30
415610.138;5727108.917;522.471;20070611082236203;2013;2087;4714;7506;6632;5108;25;23;28
415654.656;5727108.853;522.433;20070611082235180;2442;2501;4916;7347;6661;4693;29;26;29
415696.343;5727108.384;522.547;20070611082234219;1977;2268;4728;7096;7194;4761;22;24;40
415738.924;5727107.379;522.526;20070611082233234;2012;2320;4744;6899;7068;5077;21;26;29
415782.742;5727105.700;522.396;20070611082232219;1645;1965;4756;6865;7179;4741;23;25;27
415824.822;5727103.328;522.182;20070611082231242;1569;2025;4789;6681;6030;4636;21;23;33
415868.877;5727099.808;522.100;20070611082230219;1633;1993;4698;6501;6796;4863;22;22;28
415912.851;5727095.183;522.105;20070611082229195;1692;2079;4680;7211;6724;5245;24;24;37
415954.742;5727089.872;522.168;20070611082228219;1630;2152;4656;6724;7206;5343;20;26;32
415998.557;5727083.585;522.269;20070611082227195;1656;1994;4771;7505;6555;4772;22;23;32
416040.602;5727076.887;522.391;20070611082226211;1726;1966;4683;6550;7432;5181;24;27;26
416084.207;5727069.298;522.425;20070611082225188;1559;2108;4719;6487;5623;4897;23;23;27
416125.421;5727061.705;522.523;20070611082224219;1507;1987;4672;7260;7323;4425;26;34;31
416169.312;5727053.631;522.837;20070611082223188;1593;2057;4886;7287;7073;5068;23;20;30
416210.240;5727046.411;523.286;20070611082222227;1673;1913;4774;7163;7024;4587;19;23;29
416253.517;5727039.170;523.764;20070611082221211;1577;2047;4712;6701;7382;4869;22;19;33
416297.143;5727032.308;524.135;20070611082220188;1681;2041;4750;7524;7783;5007;22;27;30
416338.145;5727026.293;524.362;20070611082219227;1653;1933;4743;6831;7701;4700;19;19;32
416382.202;5727020.268;524.620;20070611082218195;1777;1996;4764;7160;7589;5288;22;23;29
416423.985;5727015.053;524.817;20070611082217219;1695;1948;4734;7624;7710;4994;18;23;28
416466.201;5727010.330;524.910;20070611082216234;1728;1896;4705;6342;5844;4778;25;23;29
416510.169;5727005.946;524.953;20070611082215211;1664;2000;4765;6819;6167;4959;19;23;25
416552.567;5727002.497;524.230;20070611082214234;1592;1854;4625;6747;8016;4877;20;24;28
416596.505;5726999.817;524.171;20070611082213219;2008;2175;4802;7497;7131;5005;22;26;28
416638.758;5726998.412;524.352;20070611082212242;1704;2125;4813;6978;7595;4750;21;22;25
416683.781;5726997.793;524.441;20070611082211203;1475;2019;4739;7010;7933;4759;24;29;37
416728.145;5726997.642;524.489;20070611082210180;1647;2133;4871;6985;7589;5298;23;22;36
416770.157;5726997.829;524.579;20070611082209211;1622;2095;4711;7416;6761;5444;30;28;26
416814.917;5726998.351;524.620;20070611082208180;1498;2123;4707;7278;6879;4987;20;22;24
416856.312;5726999.052;524.570;20070611082207227;1535;1976;4751;7116;7539;4925;17;18;30
416900.762;5727000.728;523.512;20070611082206195;1844;2081;4734;7165;7201;5310;18;23;28
416943.221;5727002.117;523.023;20070611082205219;2078;2155;4662;7082;7398;4834;24;24;28
416988.252;5727003.786;522.656;20070611082204188;1636;2034;4720;6878;6547;3955;23;24;28
417030.982;5727005.632;522.203;20070611082203211;1595;1932;4785;6679;6589;5229;20;25;33
