"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
415347.450;5728978.068;507.592;20070611084050148;2188;2416;4848;5964;7137;5184;20;24;28
415387.911;5728990.998;507.641;20070611084049148;1903;2196;4655;6328;6625;4692;32;26;31
415427.389;5729003.212;507.579;20070611084048172;2086;2304;4653;7537;7686;4862;22;22;28
415466.839;5729014.999;507.392;20070611084047195;1610;2179;4743;6829;5975;4711;23;26;27
415506.594;5729026.453;507.130;20070611084046211;1560;1919;4779;6669;7271;4969;23;24;28
415547.955;5729037.923;507.014;20070611084045188;1612;2065;4744;6378;6595;4573;20;21;30
415586.442;5729048.210;507.066;20070611084044234;1360;1892;4769;7088;6648;4553;21;25;29
415627.715;5729058.773;507.012;20070611084043211;1734;2194;4723;6783;6708;4632;33;26;28
415668.024;5729068.479;506.786;20070611084042211;3067;2852;4902;8029;6491;5233;23;25;26
415709.862;5729077.818;506.537;20070611084041172;3418;3017;4838;7967;7177;4523;24;32;31
415748.596;5729085.826;506.133;20070611084040211;1909;1904;4779;6935;6864;4930;22;23;35
415790.284;5729093.985;505.452;20070611084039180;1350;1736;4783;6913;6888;5267;26;21;35
415831.520;5729101.806;504.594;20070611084038164;1616;1898;4685;6881;6074;5489;26;22;29
415871.382;5729109.102;503.747;20070611084037188;1750;2034;4811;6511;6513;4597;17;24;27
415914.085;5729116.383;502.562;20070611084036148;1735;2055;4678;6892;7035;4781;22;20;29
415954.631;5729122.394;501.211;20070611084035172;1949;2272;4595;7779;6024;4376;19;22;29
415997.561;5729127.225;500.991;20070611084034148;1814;2420;4698;7103;6974;4659;25;30;28
416038.418;5729130.326;501.451;20070611084033180;1826;2365;4649;7012;7305;4470;20;23;26
416079.605;5729132.161;502.071;20070611084032203;1534;2052;4796;6486;6968;5018;22;25;31
416123.367;5729132.498;502.629;20070611084031164;1948;2190;4707;7893;6872;5462;24;22;26
416166.363;5729131.351;503.112;20070611084030141;1944;1943;4732;7038;7456;5108;23;26;31
416207.966;5729129.425;503.556;20070611084029148;1917;2234;4854;6794;6972;4933;23;27;27
416247.824;5729126.814;503.861;20070611084028195;1820;2114;4751;6792;6343;5237;24;28;28
416291.496;5729122.733;503.821;20070611084027148;1893;2129;4823;7489;6272;4714;19;23;27
416331.519;5729117.951;503.463;20070611084026188;1583;1998;4872;6624;6618;4552;20;24;29
416374.229;5729112.557;502.961;20070611084025164;1510;2075;4787;7068;6634;5200;27;24;26
416414.466;5729107.539;502.434;20070611084024203;1544;2152;4855;6532;6923;4544;23;29;28
416457.483;5729102.290;501.862;20070611084023180;1558;2113;4692;7132;7293;5260;22;22;27
