"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
415352.924;5726021.146;543.661;20070611081348172;1912;2265;4778;6464;6713;4889;21;22;29
415396.433;5726029.404;543.173;20070611081347188;2165;2532;4680;6559;6225;4583;25;26;27
415439.621;5726037.316;542.634;20070611081346211;1998;2343;4616;6245;6409;5078;23;27;30
415482.520;5726044.950;541.892;20070611081345242;2006;2554;4692;7224;7177;4769;22;28;29
415528.636;5726052.917;541.021;20070611081344203;1958;2331;4727;6899;7222;4817;20;22;30
415571.726;5726060.124;540.494;20070611081343234;2536;2235;4748;7928;6994;4850;18;24;27
415617.631;5726067.524;540.007;20070611081342203;2642;2465;4876;7489;7044;5526;24;26;32
415661.845;5726074.339;539.548;20070611081341211;3051;2630;4683;8727;7489;4788;27;31;28
415707.565;5726081.167;539.196;20070611081340188;3029;2636;4667;7620;7832;4956;30;22;28
415750.933;5726087.674;538.830;20070611081339219;2548;2323;4755;7044;6832;4448;20;23;28
415796.406;5726094.803;538.604;20070611081338203;2059;2079;4663;7043;6647;5015;20;21;26
415840.887;5726101.699;538.615;20070611081337211;1902;2048;4726;6976;7088;5380;21;30;28
415885.084;5726108.290;538.746;20070611081336227;1807;1925;4730;7636;6353;4799;24;24;26
415931.392;5726114.896;538.985;20070611081335195;1958;2040;4669;7737;6950;4333;23;22;28
415975.252;5726120.849;539.174;20070611081334219;1802;2012;4758;6854;6350;4933;18;22;36
416021.573;5726126.857;539.378;20070611081333188;1790;2002;4645;6206;6938;4490;21;25;31
416065.830;5726132.331;539.662;20070611081332203;1713;1973;4895;7407;6980;4645;23;22;33
416110.771;5726137.677;540.084;20070611081331203;1819;2115;4604;8008;6543;5001;26;27;35
416156.383;5726142.856;540.447;20070611081330188;1934;1906;4658;6449;6341;4681;24;26;26
416201.995;5726147.806;540.641;20070611081329172;2068;2123;4794;7754;7225;5002;22;21;28
416245.876;5726152.317;540.758;20070611081328195;1931;2099;4749;7194;7701;4788;25;25;34
416289.794;5726156.560;540.686;20070611081327219;2027;2139;4660;6938;7231;4543;21;20;28
