"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
415357.014;5728102.328;522.911;20070611083150164;2181;2222;4942;7229;6721;5423;26;30;28
415398.100;5728102.235;522.008;20070611083149195;2079;2345;5003;7006;6914;4835;19;24;30
415441.575;5728101.893;521.009;20070611083148172;1927;2317;4908;7242;6962;5073;21;24;28
415484.144;5728101.400;519.983;20070611083147172;2221;2353;5012;7644;6889;5233;25;27;26
415527.846;5728100.756;518.865;20070611083146148;2061;2228;5015;6696;7311;4641;25;21;38
415568.998;5728100.026;517.856;20070611083145188;2110;2342;4888;7093;7118;4819;25;24;34
415613.256;5728099.094;516.860;20070611083144156;1907;2223;4972;6758;6240;5158;20;26;29
415656.264;5728098.068;516.035;20070611083143156;1859;2163;4948;6792;6983;5234;19;24;30
415698.346;5728096.951;515.450;20070611083142180;2337;2423;4974;7555;6872;5053;19;23;28
415739.049;5728095.789;515.162;20070611083141234;2328;2535;5085;6994;6870;4989;24;35;31
415783.374;5728094.423;514.964;20070611083140203;1638;2184;4834;7245;7356;5371;23;22;30
415827.018;5728092.979;514.888;20070611083139188;1664;2199;5113;6772;6597;4756;21;24;34
415868.993;5728091.534;514.863;20070611083138211;1529;2285;5047;6798;7369;5280;18;23;29
415910.979;5728090.038;514.864;20070611083137234;1594;2266;5013;7944;7293;5237;20;21;38
415956.320;5728088.378;514.962;20070611083136180;1513;2209;5074;6910;7689;5280;23;23;29
415998.267;5728086.817;515.160;20070611083135203;1550;2053;5152;7565;7279;5206;22;24;29
416042.522;5728085.147;515.467;20070611083134172;1670;2152;5067;7124;7606;5053;23;24;29
416084.351;5728083.571;515.796;20070611083133195;1525;2060;4923;6502;6960;5109;22;20;34
416128.113;5728081.929;516.137;20070611083132172;1468;2111;4847;7468;6672;4863;21;23;31
416170.134;5728080.340;516.491;20070611083131188;1395;1976;4952;6891;6629;4550;22;26;29
416213.744;5728078.728;516.859;20070611083130164;1332;1963;4936;6902;7200;4972;19;23;32
416255.275;5728077.265;517.205;20070611083129188;1327;1963;4991;6694;7481;5123;23;27;30
416298.705;5728075.884;517.474;20070611083128164;1428;2058;4986;6668;6528;4902;24;23;31
416339.764;5728074.726;517.562;20070611083127195;1467;2070;5067;6535;7324;4998;26;23;27
416383.800;5728073.619;517.495;20070611083126156;1384;1999;4962;6312;7091;5329;21;23;27
416424.871;5728072.716;517.377;20070611083125188;1417;1914;4974;6716;6224;4795;22;21;28
416467.966;5728071.915;517.274;20070611083124172;1358;1816;4847;6784;6964;4890;20;26;36
416509.800;5728071.331;517.171;20070611083123188;1357;1946;4909;5843;7380;4759;20;21;36
416553.340;5728070.885;517.100;20070611083122164;1445;1991;4994;6900;6372;4892;22;25;34
416593.240;5728070.633;517.088;20070611083121227;1516;2183;5065;6688;7169;5113;20;25;33
416637.160;5728070.519;517.149;20070611083120195;1565;2203;4981;6973;7141;5363;17;25;32
416678.758;5728070.549;517.246;20070611083119219;1265;1786;4909;7563;6317;4927;24;25;31
416722.338;5728070.709;517.393;20070611083118195;1399;1935;4976;6799;6852;4820;22;26;29
416763.911;5728071.175;517.563;20070611083117219;1470;1959;5064;6407;7296;4500;21;22;32
416805.793;5728072.206;517.694;20070611083116234;1476;2075;4983;6487;6338;5078;19;26;33
416849.649;5728073.794;517.706;20070611083115203;1524;1926;4854;6660;6514;4666;22;25;33
416891.135;5728075.410;517.611;20070611083114227;1562;1908;4995;7239;6733;5219;20;24;30
416934.631;5728077.068;517.366;20070611083113203;1457;1949;4981;6618;7230;5036;20;21;30
416975.838;5728078.582;516.951;20070611083112234;1572;2015;5046;7088;6802;5162;23;22;28
417020.813;5728080.189;516.387;20070611083111180;1570;1905;4864;7171;6513;5330;24;19;27
417062.243;5728081.640;515.839;20070611083110211;1655;2151;4971;7241;6828;5266;20;23;29
417105.796;5728083.128;515.215;20070611083109195;1673;2022;5027;7426;6716;4657;23;25;28
417148.154;5728084.556;514.692;20070611083108211;1870;2208;4968;7204;7291;5275;23;23;28
417192.324;5728086.038;514.253;20070611083107188;1738;2133;5011;6777;7022;4834;25;20;33
417235.949;5728087.512;513.869;20070611083106180;1583;2192;4968;6682;6742;5159;20;25;33
417280.689;5728088.999;513.599;20070611083105148;1951;2339;4961;7254;7526;5528;28;25;32
