"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
415331.942;5727494.715;518.761;20070611082340195;1487;1825;4885;7136;6857;4875;22;33;29
415376.311;5727484.234;519.061;20070611082341172;1589;1859;4750;6940;6625;4688;18;23;37
415424.258;5727473.331;519.265;20070611082342227;1577;1926;4898;7009;6810;4414;21;25;34
415468.369;5727463.879;519.441;20070611082343195;1758;2079;4842;7377;6963;4650;23;22;25
415515.106;5727455.124;519.627;20070611082344219;1793;2503;5158;7288;6438;4954;25;25;27
415559.849;5727448.701;520.038;20070611082345195;1357;2244;5067;7145;6884;4668;19;23;27
415606.440;5727444.185;520.630;20070611082346211;1318;2143;5177;6958;7505;4448;24;24;30
415651.809;5727441.508;521.474;20070611082347203;1488;2110;4990;6509;7593;4890;26;28;27
415696.339;5727439.907;522.283;20070611082348180;1333;2004;4930;6383;6601;4934;22;20;25
415742.885;5727439.019;522.980;20070611082349203;1514;2033;4932;6652;7393;5285;24;27;28
415787.169;5727439.247;523.575;20070611082350180;1578;2355;5062;6912;7410;5083;26;29;31
415833.495;5727440.198;523.940;20070611082351203;1352;1889;4892;6795;6723;5162;27;22;30
415879.796;5727441.402;524.219;20070611082352227;1369;1819;4846;6293;6855;4531;23;33;29
415923.172;5727443.275;524.392;20070611082353188;1241;2053;4950;6135;6814;5458;24;25;27
415969.616;5727446.846;524.238;20070611082354219;1428;2408;5178;6617;6652;4311;20;22;26
416013.253;5727450.991;523.859;20070611082355188;1462;1921;4973;7007;7701;5023;28;23;28
416057.644;5727455.329;523.691;20070611082356172;1592;1886;5004;7493;7134;4776;20;26;30
416104.640;5727460.101;522.965;20070611082357211;1389;2099;5102;5964;7521;4744;23;23;27
416151.067;5727465.529;521.264;20070611082358234;1590;2372;5018;6807;7758;4765;18;25;32
416194.881;5727472.630;520.051;20070611082359203;1149;2238;5093;6418;6540;4512;20;21;31
416241.034;5727482.963;519.295;20070611082400234;2100;2114;5478;6670;7210;4999;25;26;33
416284.017;5727494.271;518.776;20070611082401203;2462;1768;5364;6986;6749;5430;22;20;28
416329.142;5727507.370;518.305;20070611082402227;2944;1905;5312;8460;6922;4945;23;27;37
416372.042;5727520.613;517.742;20070611082403203;2838;1906;5225;7628;6693;4379;21;24;31
416414.953;5727534.236;516.920;20070611082404180;3003;2128;5364;8052;7487;5150;21;24;37
416459.119;5727548.091;515.739;20070611082405180;3511;2098;5379;8155;6163;4453;25;26;30
416504.706;5727561.717;514.449;20070611082406203;4138;2203;5461;9167;6787;4578;25;24;31
416548.032;5727573.240;513.515;20070611082407164;2838;2298;5117;8753;6505;4434;21;24;27
416594.753;5727583.267;512.991;20070611082408188;2932;2163;5097;8243;7766;4800;21;25;28
416640.092;5727590.682;512.837;20070611082409172;2467;2028;5019;6835;7369;4530;23;27;30
416687.081;5727596.120;513.171;20070611082410188;3106;2129;4973;7617;7333;5059;22;21;32
416733.995;5727599.595;514.531;20070611082411203;3210;2060;4991;8351;6599;5432;27;25;35
416782.150;5727601.767;515.924;20070611082412250;3392;2365;5070;8403;7367;5539;28;20;30
416826.916;5727603.075;516.856;20070611082413227;2251;2104;4963;7548;7600;5058;22;24;31
416871.221;5727603.976;517.308;20070611082414195;2297;2085;5016;6635;7702;4591;30;30;41
416918.710;5727604.563;517.580;20070611082415234;2904;2254;5066;7865;6848;4417;26;23;25
