"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
415376.166;5729572.753;514.589;20070611084139188;4261;2759;5218;8512;7761;5211;30;29;30
415419.293;5729584.931;516.279;20070611084140156;5378;3408;5163;8483;6712;5152;27;28;29
415465.690;5729594.673;518.123;20070611084141188;5460;3619;4991;9407;6946;4570;13;31;34
415510.006;5729600.348;519.585;20070611084142164;5610;3666;4835;9108;6595;4457;24;29;28
415555.622;5729602.329;520.615;20070611084143164;5038;3469;4740;9657;7469;4487;19;23;30
415602.306;5729600.851;521.334;20070611084144188;3951;2773;4655;7615;7489;4771;24;29;31
415646.767;5729597.352;522.019;20070611084145164;2036;2079;4662;6269;7065;4758;22;25;30
415693.211;5729591.969;522.626;20070611084146188;3231;2598;4697;8051;6686;4755;24;23;24
415737.924;5729584.481;522.965;20070611084147180;4057;2872;4700;8877;6006;4797;25;22;28
415784.049;5729574.553;523.478;20070611084148211;3673;2653;4660;7561;6867;4393;30;25;28
415827.228;5729564.276;523.947;20070611084149180;2938;2316;4840;7101;7023;4524;27;22;30
415872.498;5729553.166;524.366;20070611084150195;2502;2018;4711;7033;7148;4480;25;24;30
415917.088;5729542.105;524.890;20070611084151195;2673;1976;4742;7336;6471;5404;24;29;28
415960.976;5729531.174;525.628;20070611084152180;2387;1877;4728;7174;6512;5056;26;22;31
416003.879;5729521.007;526.541;20070611084153141;2063;2603;4861;6738;6628;4903;19;19;28
416049.838;5729511.779;527.414;20070611084154164;1185;2228;4632;5801;7901;4717;27;24;29
416093.943;5729504.251;527.912;20070611084155141;2404;2607;4975;7036;7421;4768;26;21;25
416140.643;5729496.870;528.334;20070611084156172;2390;2264;4812;7103;7484;4864;27;23;28
416186.810;5729490.557;528.663;20070611084157188;1423;2458;4837;6728;7139;4803;20;22;29
416233.575;5729485.709;528.658;20070611084158211;1372;2140;4752;6867;6893;4565;26;23;33
416278.027;5729481.695;527.904;20070611084159180;2402;2572;4939;7318;7537;5349;27;33;31
416323.313;5729477.701;526.389;20070611084200164;2066;2675;4929;7395;7070;4659;19;24;28
416371.121;5729476.773;526.988;20070611084201188;1272;2287;4899;5676;6356;4608;24;20;32
416417.139;5729476.526;526.312;20070611084202172;2243;2560;5106;7031;7021;4625;23;21;33
416465.206;5729476.944;525.698;20070611084203195;2377;2641;4966;8002;7050;4892;23;30;31
416513.825;5729478.196;525.087;20070611084204227;1445;2458;4850;6848;6458;5111;20;23;35
416559.669;5729480.016;524.297;20070611084205195;1983;2625;5043;6792;6880;5310;22;27;28
416606.450;5729482.112;523.562;20070611084206180;2968;2795;5070;8333;7369;4713;24;25;31
416655.265;5729484.670;522.930;20070611084207203;2287;2577;5084;7983;7125;4558;20;26;36
416702.745;5729487.703;522.412;20070611084208195;2327;2765;5054;6861;6978;4739;22;25;29
416750.739;5729491.362;522.027;20070611084209195;2412;2907;5053;7432;6755;4644;18;22;35
416799.879;5729496.008;521.672;20070611084210219;2690;2962;5227;7367;6835;5068;24;21;29
416846.705;5729501.790;521.191;20070611084211195;1992;2775;5224;7167;6591;5203;21;24;27
