"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
415351.934;5725511.114;518.326;20070611080527180;3281;2291;5004;8364;7361;4966;22;22;25
415395.813;5725504.979;518.963;20070611080528203;3290;2273;4979;8482;6582;4469;26;24;27
415437.228;5725499.193;519.575;20070611080529172;3029;2288;5079;8740;6563;4436;24;21;30
415480.569;5725493.184;520.061;20070611080530188;3470;2550;5103;8189;6032;4267;33;22;29
415522.241;5725487.642;520.271;20070611080531164;4328;2590;5165;8434;6473;4407;24;24;30
415567.984;5725482.075;520.142;20070611080532234;3820;2615;5191;7772;6933;4808;32;33;30
415611.825;5725477.238;519.788;20070611080533258;4180;2899;5284;7837;6979;4716;22;21;32
415654.432;5725472.856;519.501;20070611080534250;3398;2494;5102;7907;6615;4674;20;29;38
415696.096;5725468.852;519.623;20070611080535219;2423;2072;5014;8426;6833;4750;23;22;33
415740.425;5725464.829;519.896;20070611080536250;3910;2676;5176;8905;8325;5245;28;25;37
415782.084;5725461.233;520.027;20070611080537219;4164;2654;5299;9102;5795;4424;25;24;30
415826.824;5725457.760;519.956;20070611080538258;4224;2765;5331;9246;7022;4637;25;24;30
415868.651;5725455.142;519.561;20070611080539227;3968;2648;5342;9044;7073;4659;25;27;31
415911.330;5725453.025;518.754;20070611080540211;3223;2492;5286;8080;7471;4504;25;31;30
415955.903;5725451.509;517.665;20070611080541234;4129;2820;5472;8621;6393;4499;27;24;28
415998.583;5725451.332;516.828;20070611080542211;4446;2769;5640;8154;7747;5026;26;25;29
416043.068;5725452.626;515.803;20070611080543227;3287;2733;5402;7681;5820;4678;18;33;31
416085.681;5725454.327;514.818;20070611080544195;2310;2045;5206;7295;7121;4898;22;22;27
416129.790;5725455.947;514.321;20070611080545195;2324;2017;5061;7355;7211;4471;23;20;25
416175.218;5725457.563;514.612;20070611080546227;2294;2210;5055;7377;6212;4626;25;22;25
