"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
418130.075;5723728.499;536.204;20070611090443164;1696;2611;4944;6926;6409;4842;24;28;30
418129.931;5723772.920;536.136;20070611090444180;2198;2770;5173;7581;7572;5016;22;22;29
418128.200;5723815.506;535.881;20070611090445156;1967;3018;5176;7515;6863;4659;24;29;29
418125.058;5723859.968;535.457;20070611090446180;1785;2991;5081;6754;6248;4835;23;30;28
418121.027;5723901.953;534.971;20070611090447148;2129;3142;5149;7226;7379;4765;22;23;28
418116.042;5723944.880;534.338;20070611090448141;1947;3221;4951;8110;8050;4513;26;27;35
418110.449;5723987.081;533.737;20070611090449117;2207;3302;5041;7322;7237;4581;24;27;30
418103.731;5724031.209;533.092;20070611090450141;2191;2861;4987;7456;6196;4789;20;27;29
418096.581;5724073.221;532.269;20070611090451117;1950;2925;4996;7501;7277;4933;21;27;34
418088.704;5724117.399;531.353;20070611090452141;1557;2893;4856;6877;6464;4410;21;23;34
418080.253;5724163.710;530.429;20070611090453211;1641;2904;4915;7285;7275;4938;21;29;30
418072.394;5724206.064;529.507;20070611090454188;1794;2902;4995;6504;7545;4704;25;28;34
418064.033;5724250.605;528.503;20070611090455211;1843;2952;4903;6670;6635;4870;17;22;32
418056.044;5724292.954;527.842;20070611090456180;1889;2971;4950;6339;6086;5224;24;24;27
418048.056;5724336.264;527.800;20070611090457164;1578;2267;5025;6602;6987;4999;22;26;33
418041.107;5724379.591;528.446;20070611090458141;1458;1845;5022;7267;6509;4880;23;22;34
418036.164;5724423.555;530.190;20070611090459125;1913;2108;5040;6674;6430;4752;24;19;32
418033.478;5724468.935;532.287;20070611090500141;1396;1934;4894;6280;7462;4978;27;29;29
418032.240;5724513.480;533.569;20070611090501141;1211;1889;4970;5906;6812;5266;19;25;30
418031.586;5724556.817;534.388;20070611090502117;1497;2220;4885;6883;6853;5141;29;25;31
418031.016;5724604.492;534.731;20070611090503195;1549;2404;4928;6424;6852;4578;19;25;32
418030.622;5724647.137;534.764;20070611090504164;1581;2605;5001;6348;7404;4803;24;24;36
418030.460;5724692.065;535.125;20070611090505188;1272;2377;4928;6269;7871;4134;27;20;32
418030.622;5724734.790;535.690;20070611090506164;1500;2496;5008;6367;7054;4891;25;29;31
418031.009;5724776.588;536.386;20070611090507125;1644;2659;4868;6155;8388;5290;22;19;36
418031.655;5724820.831;537.219;20070611090508148;2097;2781;4953;7073;6871;4752;21;30;34
418032.470;5724864.722;537.914;20070611090509172;1953;2843;5002;6936;6928;5144;24;23;28
418033.214;5724906.039;538.645;20070611090510141;1621;2779;4967;7381;6815;5038;20;23;28
418033.934;5724949.743;539.256;20070611090511172;1745;2575;5011;7179;6804;4688;24;23;34
418034.647;5724992.266;539.625;20070611090512180;2018;2599;4954;7347;6204;5394;22;26;32
418035.303;5725033.355;539.676;20070611090513156;1803;2514;4947;7491;7272;4856;20;22;30
418035.750;5725076.666;539.696;20070611090514188;2195;2684;5170;6552;5812;4812;21;22;33
