"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
420080.310;5723728.191;531.486;20070611092051156;1083;1773;4681;6249;7130;4626;26;21;34
420071.653;5723770.009;531.365;20070611092052148;1240;1981;4678;6515;7082;4535;19;22;32
420066.167;5723813.807;530.706;20070611092053172;1259;2027;4865;6521;6513;5042;23;26;31
420062.461;5723855.570;529.207;20070611092054141;1210;2106;4868;7084;6913;5478;20;24;31
420059.393;5723900.259;527.710;20070611092055172;1455;2374;4943;6559;7331;5009;26;25;34
420057.357;5723942.398;526.823;20070611092056141;1248;2026;4837;6525;6703;4920;21;21;34
420056.125;5723986.699;526.265;20070611092057156;1378;1915;4939;6342;7632;4622;24;20;29
420055.754;5724029.727;526.056;20070611092058141;1383;2181;4963;6407;7487;4954;23;20;29
420056.414;5724074.583;525.920;20070611092059164;1493;2162;5008;5988;6990;4892;20;25;32
420057.942;5724117.191;525.766;20070611092100133;1471;2472;5092;5826;7757;4387;22;22;33
420060.489;5724162.408;525.516;20070611092101156;1335;2502;4934;5713;7761;5039;23;38;32
420063.866;5724205.789;525.049;20070611092102133;1509;2739;4922;6512;7205;4095;21;26;34
420068.382;5724250.834;524.051;20070611092103141;1402;2510;4918;5943;7689;5136;20;28;30
420073.472;5724293.964;523.178;20070611092104102;1632;2548;5062;6565;7462;5158;23;26;37
420079.458;5724339.985;522.491;20070611092105125;1476;2493;4862;5492;7417;4443;24;21;28
420085.485;5724383.886;521.663;20070611092106102;1666;2570;5083;7109;6850;4770;19;23;32
420091.562;5724429.887;521.108;20070611092107125;1796;2535;5136;6757;6303;4118;20;30;29
420096.625;5724477.057;520.798;20070611092108172;1591;2257;5020;6931;7279;4873;21;25;30
420100.119;5724522.296;520.428;20070611092109172;1880;2443;5139;7438;7458;5219;19;22;38
420102.020;5724566.276;519.595;20070611092110141;1715;2445;5170;6923;6930;5031;20;23;34
420102.086;5724612.933;518.857;20070611092111164;1914;2715;5138;6374;7384;4844;23;22;32
420100.889;5724656.651;518.618;20070611092112117;1360;2679;4934;6782;7294;5040;23;25;30
420098.885;5724702.076;518.748;20070611092113102;1396;2524;4967;6815;7417;4738;22;23;29
420096.146;5724749.129;519.094;20070611092114117;1808;2864;4999;7124;7341;4813;26;27;35
420092.891;5724797.278;519.734;20070611092115156;1741;2535;5025;6836;5999;5117;24;21;33
420089.616;5724841.781;521.156;20070611092116117;1447;2647;4794;6390;7269;4534;22;28;28
420085.855;5724887.172;522.140;20070611092117102;1560;2499;4937;6184;6875;4945;21;23;31
420081.617;5724934.224;523.243;20070611092118125;1576;2797;4916;6561;6998;4726;21;24;28
420077.371;5724979.117;524.574;20070611092119102;1590;2724;5002;6178;7495;4755;24;25;25
420072.742;5725025.698;525.416;20070611092120117;1660;2436;4806;6288;7384;4560;21;23;28
420067.702;5725072.797;525.854;20070611092121148;1503;2401;4897;6326;7302;5289;21;22;38
420062.623;5725119.357;526.940;20070611092122172;1383;2649;4840;6167;7024;5053;25;26;27
420057.920;5725165.817;528.770;20070611092123195;1441;2722;5048;6912;6006;4558;25;21;32
420054.078;5725209.355;530.007;20070611092124156;1319;2478;4830;6798;6860;5025;21;25;31
420050.944;5725256.046;530.999;20070611092125188;1740;2747;5078;6464;6541;4610;23;32;39
420048.764;5725299.820;532.354;20070611092126156;1398;2602;4992;7253;7196;5217;22;33;34
420047.147;5725346.251;533.677;20070611092127188;1536;2575;5006;6297;6750;5009;20;27;30
420046.232;5725389.385;534.481;20070611092128148;1698;2521;5009;6859;7503;4682;23;28;30
420045.478;5725435.191;534.962;20070611092129172;1408;2573;4917;7063;6466;4654;24;23;36
420044.627;5725478.715;535.095;20070611092130148;1375;2332;4949;6505;6860;4330;20;22;28
420043.993;5725522.147;535.466;20070611092131125;1480;2094;5015;7092;7070;5067;29;19;34
420043.901;5725567.467;535.511;20070611092132148;1598;2276;4873;7233;6857;4920;23;24;32
420044.235;5725612.313;535.148;20070611092133164;1346;2206;4826;6425;7504;4786;21;23;28
420044.747;5725655.074;534.372;20070611092134133;1347;2475;4852;7068;7368;4327;21;21;29
420045.462;5725698.213;533.174;20070611092135109;1616;2456;5051;6767;6776;3915;22;23;29
420046.410;5725743.903;531.679;20070611092136141;1441;2540;4989;6015;7321;5384;25;28;30
420047.449;5725787.268;530.689;20070611092137117;1561;2441;4861;6442;7545;4840;26;24;33
420048.864;5725832.062;530.085;20070611092138125;1344;2434;4905;6855;7592;4771;22;27;24
420050.534;5725875.498;529.680;20070611092139102;1589;2530;4975;7254;7589;5200;21;23;25
420052.558;5725920.997;529.010;20070611092140125;1750;2529;4950;6947;7057;5128;32;22;37
420054.535;5725964.402;528.405;20070611092141102;1493;2402;5043;6728;6700;4806;19;22;26
420056.530;5726009.819;527.882;20070611092142125;1574;2345;4889;7002;8030;4743;19;21;27
420058.414;5726055.104;527.448;20070611092143148;1510;2292;4965;6079;7012;4869;25;22;32
420060.010;5726097.788;527.555;20070611092144117;1502;2526;4914;5276;5735;4636;22;25;30
420061.539;5726142.970;528.037;20070611092145148;1545;2528;4966;6934;7635;5186;22;26;30
420062.842;5726185.054;529.021;20070611092146117;1900;2424;4974;7430;7572;4840;22;26;30
420064.085;5726231.298;530.810;20070611092147195;2135;2447;4862;6841;6329;5294;26;24;32
420065.094;5726272.348;532.845;20070611092148164;1854;2272;4888;7518;6860;5299;24;27;32
420066.039;5726313.918;534.873;20070611092149156;2057;2400;4871;7628;6930;5186;22;22;27
