"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
417588.463;5723746.888;528.112;20070611090328164;2803;2496;4573;7406;6799;4747;13;31;28
417581.167;5723791.186;528.319;20070611090327141;2559;2351;4615;8157;7678;4904;26;28;31
417573.480;5723831.952;528.653;20070611090326195;2007;2008;4639;8146;7268;4713;24;27;31
417564.324;5723875.924;528.956;20070611090325172;2468;2317;4610;7224;6819;4916;20;22;30
417555.474;5723917.559;529.049;20070611090324203;2702;2515;4652;7614;6824;5240;23;22;37
417546.578;5723962.004;528.947;20070611090323172;2341;2374;4510;7102;7995;5116;24;24;26
417538.377;5724006.314;528.851;20070611090322148;2456;2380;4477;6521;7135;4809;26;26;32
417530.974;5724049.784;528.905;20070611090321148;2393;2348;4530;6937;7574;5251;24;27;33
417523.993;5724094.521;529.160;20070611090320125;2083;2206;4523;7183;6668;5018;24;25;37
417517.713;5724137.448;529.451;20070611090319148;2561;2313;4572;6499;5686;4637;24;35;36
417511.523;5724182.996;529.605;20070611090318117;2181;2297;4489;7149;7086;4821;22;20;29
417506.153;5724227.012;529.287;20070611090317125;2370;2211;4461;6548;7201;4605;26;27;27
417501.518;5724269.094;529.147;20070611090316180;2110;2174;4418;6706;5805;5417;21;28;34
417496.967;5724314.474;529.283;20070611090315164;1854;2074;4558;6368;6730;4935;18;20;41
417493.007;5724358.959;529.631;20070611090314172;2155;2345;4539;7210;7068;4697;21;20;29
417489.541;5724404.937;530.300;20070611090313148;2226;2316;4581;6933;6235;4704;24;27;27
417486.854;5724448.468;530.924;20070611090312180;1999;2182;4591;6700;6504;4693;26;28;47
417484.618;5724495.485;531.441;20070611090311133;2005;2082;4577;6965;7495;5340;23;21;29
417483.369;5724538.672;531.824;20070611090310172;2299;2322;4586;7351;6435;5118;22;22;27
417482.676;5724585.080;532.014;20070611090309141;2474;2398;4589;7112;7092;4939;22;28;32
417482.405;5724628.358;532.162;20070611090308180;2036;2179;4507;7107;6402;5756;21;26;25
417482.445;5724674.846;532.315;20070611090307148;2323;2298;4547;7398;6916;4906;23;28;30
417482.804;5724719.310;532.354;20070611090306164;2393;2302;4607;7584;6567;4972;21;23;35
417483.475;5724764.580;532.331;20070611090305164;2236;2215;4586;8448;6522;4765;23;28;29
417484.308;5724808.813;532.336;20070611090304188;2197;2158;4728;7105;6823;5175;24;24;26
417485.291;5724852.738;532.340;20070611090303219;2000;2136;4616;8194;6061;4726;22;23;30
417486.673;5724901.007;532.295;20070611090302156;2122;2340;4578;7046;6923;5248;25;22;37
