"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
423102.705;5723747.202;512.045;20070611094409133;1468;2579;5290;7094;6715;4764;27;32;31
423101.654;5723792.680;512.042;20070611094410102;1947;2937;5257;6890;5714;4822;21;24;31
423097.752;5723840.395;511.475;20070611094411117;1908;3086;5548;6523;7046;5056;25;28;36
423091.326;5723886.938;511.080;20070611094412117;1601;2968;5280;6865;5917;4255;21;31;36
423081.736;5723933.047;510.935;20070611094413117;1298;2643;5031;6320;6390;4725;25;31;28
423069.411;5723979.730;509.419;20070611094414141;1490;2632;5192;7159;7166;4644;27;28;27
423056.118;5724027.252;506.982;20070611094415172;1940;2683;5133;5994;6643;4758;23;24;32
423044.191;5724072.154;505.347;20070611094416133;1632;2489;4994;6820;6569;4580;21;23;26
423033.279;5724119.975;504.647;20070611094417141;1547;2647;5001;5975;6470;4361;30;54;28
423024.680;5724166.090;504.660;20070611094418102;1471;2669;5118;5748;6092;4965;23;24;27
423017.598;5724215.476;504.942;20070611094419125;1629;2657;4981;6732;6477;4924;19;26;29
423013.108;5724262.776;505.860;20070611094420102;1426;2349;5120;6815;6570;4892;21;27;29
423010.908;5724312.702;507.119;20070611094421133;1509;2477;5053;7237;6839;4885;19;22;33
423010.676;5724360.464;508.841;20070611094422125;1153;1954;4890;6979;7422;5249;23;28;36
423011.763;5724409.221;510.955;20070611094423148;932;1878;4893;6285;5902;5031;21;22;37
423013.486;5724454.962;512.708;20070611094424117;1460;2473;5103;6813;6290;5347;22;24;29
423015.593;5724503.015;514.316;20070611094425141;1226;2291;5035;6993;6419;4541;19;25;25
423017.980;5724550.762;516.209;20070611094426164;1783;2159;5246;6876;6811;5346;19;25;34
423020.580;5724595.642;517.587;20070611094427133;1285;2085;5180;6228;7035;4418;22;23;27
423023.346;5724641.288;517.622;20070611094428125;1416;2150;5060;6107;6917;5262;21;24;31
423025.377;5724688.581;517.857;20070611094429156;1333;2273;5202;6818;6855;4821;22;23;27
423026.600;5724732.917;517.938;20070611094430125;1380;2142;5142;6085;6489;4804;22;28;38
423027.399;5724779.721;517.432;20070611094431148;1467;2150;5202;6948;7258;5303;25;28;38
423027.604;5724826.550;516.612;20070611094432172;1628;2196;5236;6282;5745;4083;20;26;32
423027.427;5724870.913;516.023;20070611094433141;1236;2093;5270;6932;7399;4682;23;22;30
423026.842;5724917.763;516.024;20070611094434164;1168;2212;5250;6516;6700;5455;32;21;30
423025.738;5724962.002;516.472;20070611094435133;1322;2112;5194;6107;7783;4271;22;28;29
423023.934;5725006.814;517.188;20070611094436117;1408;2384;5252;6647;7379;5067;23;31;29
423021.336;5725052.445;518.036;20070611094437125;1679;2397;5330;7250;6874;4078;20;22;27
423017.872;5725098.536;518.123;20070611094438148;1659;2303;5281;7339;6634;4442;18;25;19
423013.871;5725141.967;517.918;20070611094439117;1694;2361;5316;7527;6749;4914;29;26;28
423009.094;5725187.283;518.539;20070611094440133;1434;2232;5183;6515;7404;4821;20;25;29
423004.220;5725230.230;518.852;20070611094441102;1474;2064;5011;6038;6346;4246;24;24;26
422998.903;5725273.984;518.825;20070611094442094;1246;2193;5105;7727;6610;5023;20;27;31
422993.178;5725320.594;518.923;20070611094443156;1377;2414;4905;5781;6560;4852;17;21;30
422987.863;5725365.285;519.276;20070611094444180;1486;2282;4857;7213;6642;4532;28;31;28
422983.181;5725407.742;519.633;20070611094445156;1988;2389;4878;7281;6847;4503;19;23;32
422978.717;5725452.483;519.652;20070611094446188;2611;2588;5126;7278;6855;5410;25;21;29
422974.899;5725492.826;519.098;20070611094447117;2682;2793;4941;8007;7880;4157;27;25;27
422970.875;5725537.633;518.474;20070611094448148;2293;2889;5033;7202;7212;4929;23;27;25
422966.984;5725580.423;517.982;20070611094449133;2630;3129;5232;6379;6057;4548;25;23;33
422962.959;5725622.895;517.319;20070611094450109;2370;3011;5168;6115;6124;4763;22;24;30
422958.629;5725667.479;516.593;20070611094451133;1927;3146;5208;6824;6956;4779;25;25;54
422954.579;5725713.202;516.135;20070611094452180;1878;2700;5164;7865;7114;4246;20;23;36
422952.165;5725755.614;515.956;20070611094453148;1474;2374;4981;6441;7407;4690;24;24;27
422951.429;5725800.488;515.675;20070611094454172;1889;2525;5160;6482;7184;5124;29;29;32
422952.066;5725842.944;515.546;20070611094455141;1800;2551;5149;6736;6749;4706;22;30;33
422953.693;5725887.699;515.892;20070611094456164;2111;2992;5003;6649;7623;4631;26;25;35
422955.950;5725929.866;516.197;20070611094457133;1473;3038;5001;6093;6783;4593;22;29;33
422958.649;5725971.782;516.584;20070611094458102;1339;2677;4948;6193;7009;4912;22;25;36
422962.042;5726015.819;516.801;20070611094459125;1741;2763;5114;5868;7160;4763;24;25;28
422965.603;5726057.287;517.143;20070611094500094;1664;2818;5103;5926;6413;4132;62;74;43
422969.442;5726100.496;517.989;20070611094501109;1919;2848;5103;5925;6709;4609;16;24;28
422973.125;5726142.758;519.474;20070611094502109;2216;2787;5367;7168;7867;4860;26;24;32
422976.676;5726186.369;521.039;20070611094503148;1889;2673;5288;6472;6097;4742;29;25;38
422979.660;5726226.504;522.195;20070611094504109;2479;2784;5334;6260;6273;4571;23;25;29
422982.245;5726269.172;523.749;20070611094505133;2591;2354;5568;8593;6902;4804;24;21;31
422984.285;5726309.473;524.855;20070611094506102;2374;2604;5359;6944;6650;4417;24;23;29
422986.456;5726352.640;525.643;20070611094507141;1960;2375;5346;7604;7847;4542;26;23;30
422988.992;5726392.853;525.810;20070611094508109;2543;2646;5503;7749;7257;5112;23;27;31
422992.399;5726435.403;525.859;20070611094509133;1805;1976;5233;7596;7274;5209;24;26;37
422996.253;5726477.977;525.771;20070611094510156;2073;2189;5305;7313;6582;4933;23;25;29
423000.051;5726518.297;525.853;20070611094511125;2554;2768;5477;8242;7794;4741;23;27;35
423004.020;5726561.026;526.136;20070611094512148;2922;2748;5375;8683;7401;4729;22;24;31
423007.966;5726602.645;526.144;20070611094513141;2722;2821;5509;7974;7531;4721;21;21;30
423012.116;5726646.134;526.448;20070611094514172;2702;2827;5400;8050;8215;5381;20;19;32
423016.052;5726687.208;526.902;20070611094515141;2534;2705;5300;8466;7003;4501;20;21;29
423020.136;5726730.761;526.685;20070611094516164;2361;3005;5269;7302;7125;4691;28;27;29
423023.687;5726772.177;526.193;20070611094517133;2632;3470;5396;7393;7758;4612;22;25;29
423026.717;5726814.780;525.472;20070611094518125;2939;3260;5446;7999;7175;4836;23;31;29
423029.216;5726859.279;524.644;20070611094519156;3090;3391;5428;7502;7080;4692;22;26;32
423031.132;5726900.933;523.889;20070611094520117;2275;3179;5280;7662;7412;5241;25;25;27
423032.696;5726945.903;523.151;20070611094521148;3173;3459;5430;7864;7430;5322;30;29;30
423033.562;5726989.109;522.628;20070611094522133;2746;3050;5345;7259;7549;5466;27;22;30
423033.638;5727034.331;520.547;20070611094523156;2735;3114;5366;7305;7407;4845;24;28;30
423032.912;5727077.486;518.047;20070611094524125;2711;2925;5411;7279;6562;4935;24;29;31
