"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
419040.790;5723718.180;542.202;20070611091241180;973;1765;4757;7201;7148;4679;27;22;30
419032.333;5723759.899;541.911;20070611091242148;1385;1759;4854;6417;7184;4804;23;21;28
419026.852;5723802.723;541.746;20070611091243133;1143;1710;4723;6428;7006;4637;20;22;32
419024.382;5723847.419;541.481;20070611091244156;949;1874;4757;7169;7094;4412;19;25;31
419024.358;5723889.425;541.066;20070611091245117;1177;2082;4771;6215;6234;4744;20;24;27
419025.824;5723934.505;540.211;20070611091246148;1397;2310;4889;6862;7160;4642;19;26;36
419028.060;5723977.945;538.969;20070611091247141;1374;2370;4810;6336;6738;4130;21;26;29
419030.958;5724023.190;537.295;20070611091248172;1484;2288;4919;6950;7187;4527;19;22;28
419034.102;5724065.783;535.822;20070611091249141;1145;1833;4932;6994;8000;5152;20;25;32
419037.967;5724110.797;534.662;20070611091250164;1229;1907;4955;6786;7002;4993;19;28;34
419041.899;5724153.427;533.648;20070611091251133;1382;2295;4957;7078;7185;4583;18;24;28
419046.027;5724196.790;532.291;20070611091252117;1486;2343;4910;6872;7537;5076;20;27;31
419050.554;5724241.941;531.029;20070611091253141;1337;2019;5024;7536;6774;4936;18;26;29
419055.151;5724284.826;530.544;20070611091254109;1426;2127;4853;6978;6577;5010;22;19;28
419060.238;5724330.187;530.205;20070611091255133;1369;2403;4989;6321;7481;5071;18;26;36
419065.304;5724375.597;529.644;20070611091256156;1315;2321;5062;7286;7427;5039;25;26;37
419069.881;5724418.982;529.123;20070611091257133;1579;2500;5018;6831;7546;5148;27;21;29
419073.609;5724464.512;528.757;20070611091258156;1706;2417;5004;6896;7659;4871;19;22;29
419076.012;5724509.771;528.022;20070611091259172;1675;2624;5031;7063;6998;4692;19;24;33
419077.578;5724555.784;527.218;20070611091300203;1444;2445;4842;6600;7009;4436;25;25;30
419078.365;5724598.983;526.513;20070611091301172;1441;2480;4974;6399;6872;5143;27;27;28
419078.256;5724644.270;525.663;20070611091302188;1588;2718;4908;6846;7107;4831;24;23;26
419077.459;5724686.042;524.667;20070611091303125;1678;2943;4895;6568;7440;4703;25;26;31
419076.094;5724730.808;523.479;20070611091304133;1590;2644;4875;6722;7274;5063;25;27;27
419074.368;5724773.309;522.394;20070611091305094;1598;2551;4945;6270;6699;5262;19;22;25
419072.165;5724817.318;521.388;20070611091306094;1761;2767;4901;6521;7738;4409;23;26;28
419069.328;5724863.114;520.649;20070611091307141;1779;2817;4968;6663;7024;4595;23;27;32
419066.309;5724906.690;520.236;20070611091308141;1721;2856;4903;7028;6895;5099;29;28;32
419063.036;5724951.155;519.806;20070611091309164;1489;2657;4769;6735;7575;4992;21;26;25
419059.710;5724993.207;519.677;20070611091310133;1839;2947;4795;6586;8015;5126;24;26;28
419055.869;5725037.619;520.077;20070611091311156;1488;2693;4978;6543;7389;4661;23;28;29
419051.890;5725081.715;520.771;20070611091312172;1513;2668;4908;6746;7288;4362;18;29;34
419047.650;5725125.918;521.352;20070611091313188;1510;2779;4887;7003;6886;4905;29;30;28
419043.395;5725168.175;521.866;20070611091314156;1203;2264;4997;6628;7313;4843;24;25;29
419038.995;5725213.291;522.162;20070611091315188;1556;2242;5001;7259;6582;4691;20;30;28
419035.091;5725255.853;522.846;20070611091316156;1651;2462;4944;6339;7534;4598;24;27;30
419031.204;5725298.845;523.817;20070611091317133;1686;2435;4952;6333;5597;4720;20;23;33
419027.026;5725344.320;524.905;20070611091318164;1489;2518;4971;5912;5932;4963;20;21;28
419023.532;5725387.202;526.829;20070611091319133;1330;2011;5085;7113;5848;5315;20;20;26
419020.772;5725432.621;529.637;20070611091320156;1340;2159;5089;6959;6940;5079;26;24;32
419018.947;5725475.703;531.773;20070611091321125;1308;2494;4969;6722;7212;5035;29;20;30
419017.640;5725519.586;533.288;20070611091322109;1498;2322;5007;7861;7276;5033;18;19;35
419016.469;5725565.691;534.638;20070611091323141;1339;2195;4931;7163;7013;4917;20;21;31
419015.527;5725611.536;535.456;20070611091324164;1699;2269;4992;6826;6930;4403;25;25;27
419015.201;5725655.059;535.507;20070611091325133;1775;2311;5124;6308;6591;4144;22;27;26
419015.944;5725701.233;535.204;20070611091326156;1489;2075;4903;7047;6362;5012;25;26;28
419017.825;5725744.726;534.863;20070611091327117;1742;2600;5036;6514;6653;4175;37;33;46
419021.315;5725791.494;534.425;20070611091328148;1814;2597;5167;6409;7084;5415;21;30;33
419026.034;5725838.016;533.657;20070611091329172;1373;2702;4978;6442;7003;4909;24;24;31
419031.341;5725882.134;532.758;20070611091330141;1777;2401;5108;6516;6458;4735;20;26;30
419037.499;5725928.891;532.094;20070611091331164;1743;2797;5264;7332;6801;5263;22;28;30
419043.714;5725973.655;531.323;20070611091332141;1336;2620;5120;6593;6599;4629;25;25;30
419050.561;5726021.016;530.289;20070611091333172;1477;2704;5152;6310;6394;4912;20;27;31
419057.223;5726065.536;529.398;20070611091334141;1628;2742;5048;6925;6064;5361;23;27;36
419064.090;5726112.576;528.585;20070611091335164;1551;2665;5047;6257;6331;4629;25;23;31
419069.763;5726156.835;528.116;20070611091336125;1892;2624;5180;6806;6894;5039;22;28;28
419074.881;5726205.464;527.751;20070611091337180;1750;2859;5148;6674;7350;4837;20;25;28
419078.576;5726250.123;527.593;20070611091338148;1516;2794;5130;7209;6790;4699;29;25;28
419081.191;5726297.258;527.813;20070611091339172;1807;2831;5053;6587;7238;4715;24;24;29
419082.468;5726344.223;528.217;20070611091340195;1645;2575;5187;6775;6761;4976;19;29;28
419082.846;5726388.569;528.588;20070611091341164;1468;2761;5025;7180;6867;5191;26;27;34
419082.034;5726433.429;529.105;20070611091342148;1632;2469;5114;6505;7548;5073;21;22;30
419079.437;5726477.332;529.921;20070611091343117;1940;2555;5062;6621;6858;4280;25;25;28
419075.182;5726523.511;530.339;20070611091344141;1777;2627;5091;7019;6694;5059;21;28;34
419070.231;5726567.453;530.400;20070611091345117;1342;2692;4961;6725;6653;4353;29;25;28
419064.145;5726612.992;530.586;20070611091346133;1520;2479;4814;6325;6577;5143;22;24;25
419057.254;5726659.454;530.542;20070611091347172;1378;2486;4928;6578;6212;4763;25;23;33
419050.610;5726702.743;530.254;20070611091348141;1258;2609;4947;6621;7504;4631;22;25;29
419043.542;5726748.192;530.191;20070611091349156;1434;2610;4946;5999;7403;4337;19;23;29
419036.485;5726791.835;530.221;20070611091350133;1388;2263;4928;6882;6900;4810;19;23;33
419029.249;5726837.504;529.796;20070611091351156;1349;2199;4893;6690;7198;4711;19;22;26
419023.072;5726881.151;529.401;20070611091352133;1473;2008;5000;7248;6901;4735;19;26;30
419018.142;5726926.655;528.861;20070611091353148;1065;2160;4916;6347;8361;4705;19;22;24
419015.146;5726969.844;528.353;20070611091354109;1121;2023;4910;5495;5538;5175;26;24;29
419013.376;5727015.925;527.910;20070611091355133;1445;2123;4984;6982;7133;5022;21;23;33
419012.569;5727062.017;527.693;20070611091356156;1330;2237;4968;7336;6722;4753;20;24;33
419012.491;5727106.988;527.347;20070611091357156;1578;2116;5020;6801;7113;4913;22;24;32
419013.085;5727152.278;526.794;20070611091358164;1427;2222;4955;6861;7343;4798;26;29;31
419014.290;5727197.905;526.109;20070611091359180;1480;2094;4951;6652;7215;4993;25;29;31
419015.972;5727241.410;525.490;20070611091400148;1319;2140;4938;6769;5831;4988;19;21;30
419018.333;5727287.372;525.041;20070611091401172;1158;2182;4890;6616;6422;4656;21;24;30
419021.353;5727333.343;524.594;20070611091402195;1198;2112;4855;6720;7713;4310;18;25;27
419024.818;5727376.496;524.161;20070611091403156;1348;2061;4935;6849;6362;4902;28;22;29
419029.119;5727422.410;523.898;20070611091404180;1211;2120;5087;7494;7385;4908;20;24;33
419033.690;5727465.813;523.980;20070611091405148;1397;2020;5076;6494;7050;4826;23;30;28
419039.104;5727511.829;524.414;20070611091406180;1474;2018;5094;6640;7254;5259;23;21;31
419044.770;5727555.573;524.702;20070611091407164;1228;2115;5009;5836;6181;4684;22;28;27
419050.837;5727599.864;524.806;20070611091408164;1499;2317;4919;6900;6970;5110;21;24;32
419056.999;5727643.410;524.849;20070611091409148;1357;2441;4965;6945;7447;4887;26;26;31
419063.549;5727688.657;524.851;20070611091410172;1426;2458;4956;5972;6546;4312;21;21;31
419069.945;5727733.507;524.890;20070611091411188;1502;2381;5004;6645;7268;4704;22;28;28
419075.400;5727775.626;524.829;20070611091412141;2030;2603;5134;6286;6660;4712;31;26;27
419080.508;5727820.940;524.653;20070611091413164;1791;2883;5091;6277;7995;5010;24;22;29
419084.930;5727866.361;524.475;20070611091414188;1939;2994;5130;6339;6810;4773;22;24;34
419088.388;5727910.159;524.243;20070611091415172;1904;2907;5147;7079;7352;4875;24;27;33
419090.793;5727953.338;524.122;20070611091416141;1663;2916;5091;6705;8212;4938;22;26;30
419091.898;5727999.440;524.063;20070611091417172;1719;2897;5037;6438;8016;4685;27;20;34
419091.652;5728044.886;523.517;20070611091418188;1705;2792;4967;6671;7215;4558;22;27;27
419090.219;5728088.226;522.904;20070611091419156;1788;3043;4965;7454;7896;4698;19;27;28
419087.506;5728134.278;522.500;20070611091420188;1869;3002;5075;7134;7770;4834;20;22;33
419084.175;5728177.444;522.300;20070611091421156;1628;2945;4881;7322;7181;4839;24;28;29
419080.023;5728223.281;522.255;20070611091422188;1710;2837;4912;6558;6821;4377;24;26;32
419075.742;5728266.254;522.326;20070611091423156;1675;2744;5036;6893;7200;5061;24;30;27
419070.871;5728311.905;522.434;20070611091424188;1733;2922;5011;6467;7046;4886;22;24;30
419065.988;5728354.700;522.516;20070611091425156;1703;2874;4952;7651;7844;4659;22;32;29
419060.370;5728399.787;522.442;20070611091426180;1888;2848;5017;7209;7012;4860;18;22;27
419054.171;5728444.770;522.145;20070611091427203;2056;3127;4934;6760;7355;4731;26;26;39
