"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
419545.361;5723723.423;533.193;20070611091938156;3049;2576;4660;7314;7102;5007;25;24;32
419541.670;5723768.699;532.890;20070611091937188;2690;2266;4708;7825;7318;5240;32;18;31
419537.898;5723816.755;532.903;20070611091936164;2671;2275;4718;7310;7045;5026;25;22;30
419534.032;5723862.754;533.474;20070611091935188;2728;2498;4822;7614;7023;5078;24;22;30
419529.487;5723910.978;534.448;20070611091934164;2744;2254;4801;7339;6361;4963;23;22;27
419524.276;5723959.117;535.761;20070611091933141;3095;2391;4767;6599;5680;4650;27;22;31
419518.672;5724004.507;537.006;20070611091932172;2164;2116;4703;7702;6978;4901;22;24;31
419512.423;5724051.188;538.117;20070611091931172;2392;2197;4685;7245;6242;5585;23;23;31
419506.139;5724098.850;538.827;20070611091930148;2722;2325;4741;8009;6653;5115;22;28;28
419500.506;5724146.422;539.168;20070611091929125;2333;2210;4654;6608;6228;4159;28;22;28
419495.632;5724191.769;539.383;20070611091928148;2611;2665;4648;7952;6502;4510;27;29;26
419491.044;5724238.152;539.124;20070611091927148;2144;2302;4666;7117;6814;4824;22;30;35
419487.229;5724283.428;538.304;20070611091926172;2060;2250;4684;7004;7190;4290;24;24;29
419483.995;5724330.855;537.197;20070611091925148;1868;2193;4665;7635;7851;5230;21;27;40
419481.763;5724375.495;535.999;20070611091924188;1985;1998;4660;7535;6057;5743;26;18;30
419480.215;5724421.692;534.883;20070611091923195;2090;2220;4522;7331;7205;4587;23;30;26
419479.710;5724469.413;534.494;20070611091922172;1711;2083;4522;6972;6863;4863;24;20;31
419480.429;5724515.738;535.199;20070611091921180;1626;2217;4646;6930;7280;4954;21;26;30
419482.287;5724563.418;536.626;20070611091920156;1771;2331;4626;6190;7798;5547;25;21;32
419485.595;5724610.876;537.559;20070611091919133;1698;2292;4684;6114;6739;4379;21;21;31
419490.058;5724655.675;538.082;20070611091918164;2529;2431;4740;7719;7592;4790;27;31;31
419495.180;5724703.046;538.755;20070611091917141;2524;2534;4762;7185;7239;5005;27;25;33
419499.658;5724746.920;539.203;20070611091916195;2156;2343;4667;7579;7260;4620;22;25;27
419504.243;5724794.885;539.605;20070611091915164;2074;2209;4780;7505;7522;5150;24;24;33
419508.260;5724840.011;540.213;20070611091914195;2606;2394;4593;7321;7446;4706;21;23;28
419512.191;5724887.647;540.862;20070611091913172;2417;2471;4629;7924;7555;4714;19;27;28
419515.767;5724933.023;541.383;20070611091912195;1754;2083;4645;6813;6765;5241;19;19;31
419519.174;5724980.869;541.899;20070611091911164;2428;2439;4669;7685;6831;4778;27;26;27
419521.906;5725025.733;542.399;20070611091910195;2264;2509;4613;7073;6523;4892;27;25;34
419524.534;5725072.635;542.598;20070611091909180;2086;2272;4623;7356;6752;4730;27;22;30
419527.093;5725120.198;542.185;20070611091908148;1775;2069;4622;7912;7660;4618;22;29;31
419529.271;5725164.834;541.621;20070611091907180;1954;2282;4593;6704;7142;4054;25;23;31
419531.254;5725211.866;540.865;20070611091906156;2402;2217;4688;6838;7245;5120;24;24;29
419532.897;5725258.785;539.339;20070611091905133;1799;2070;4710;7209;6557;5258;26;27;30
419534.388;5725303.059;537.339;20070611091904164;2140;2260;4636;7398;6936;4974;24;22;30
419535.869;5725349.627;535.099;20070611091903141;2217;2477;4746;6593;7695;5078;19;23;31
419537.113;5725393.845;533.456;20070611091902164;1932;2051;4726;6274;7133;4844;23;23;30
419538.288;5725437.876;532.229;20070611091901188;1797;2141;4691;6712;7171;4628;25;25;28
419539.406;5725481.776;531.217;20070611091900211;2147;2507;4696;8133;7344;5352;20;27;26
419540.534;5725528.420;530.453;20070611091859172;2228;2350;4664;6830;7298;4746;21;21;28
419541.337;5725571.476;530.337;20070611091858211;1815;2117;4627;6583;6721;5055;28;23;32
419541.992;5725617.638;530.348;20070611091857180;1988;2205;4653;6565;6622;4690;24;22;30
419542.577;5725663.388;530.281;20070611091856156;2294;2398;4788;6573;6373;4272;22;21;29
419543.047;5725708.718;530.620;20070611091855141;2091;2035;4746;6218;6856;5475;24;24;31
419543.400;5725754.622;531.122;20070611091854109;2321;2203;4688;7352;7139;4768;21;22;28
419543.716;5725797.675;531.216;20070611091853141;2414;2461;4723;7974;7018;4849;27;23;29
419544.128;5725842.775;531.258;20070611091852125;2341;2308;4680;7030;6887;4859;21;26;30
419544.536;5725885.769;531.367;20070611091851156;1764;2134;4639;6778;7648;4747;20;24;28
419544.838;5725931.169;531.249;20070611091850133;2206;2364;4611;7065;7944;5587;26;28;32
419544.979;5725974.473;530.602;20070611091849156;1955;2077;4696;6724;7124;5024;21;23;29
419545.140;5726019.484;529.841;20070611091848141;1828;2158;4701;6110;7070;4583;26;25;30
419545.504;5726062.424;529.129;20070611091847172;1855;2235;4746;6780;6685;5139;23;21;28
419545.947;5726107.472;528.139;20070611091846156;1943;2032;4628;6851;6724;5032;27;25;27
419546.325;5726153.295;527.126;20070611091845125;1813;2054;4798;6345;7272;5105;20;20;34
419546.347;5726197.069;526.005;20070611091844141;1563;1893;4572;6844;6289;4582;23;25;32
419545.871;5726240.183;524.890;20070611091843172;1834;2157;4831;6894;6637;5082;26;22;29
419544.682;5726285.877;523.586;20070611091842148;2024;2233;4687;7292;7487;4982;22;27;31
419542.782;5726330.679;522.461;20070611091841148;1894;2294;4600;6617;7274;5104;23;21;24
419540.141;5726377.054;521.873;20070611091840117;1707;2077;4653;6264;8327;4410;20;25;35
419537.126;5726420.395;522.039;20070611091839156;1878;2081;4688;5949;4403;5174;20;23;36
419533.437;5726466.847;522.728;20070611091838125;1802;2147;4703;7447;7711;4766;24;30;31
419529.356;5726512.093;523.645;20070611091837117;1726;2060;4642;6554;6899;4903;23;21;26
419525.041;5726556.171;524.538;20070611091836133;1806;2081;4783;7316;7439;5211;23;25;30
419520.565;5726599.435;525.297;20070611091835164;1723;2020;4677;7238;6886;4688;19;24;31
419515.693;5726645.006;526.129;20070611091834141;1669;1931;4684;6670;7720;5317;20;23;31
419511.045;5726688.016;526.970;20070611091833172;1710;2035;4599;7292;6956;4780;20;21;28
419506.434;5726733.404;527.748;20070611091832148;1782;2125;4558;6396;7348;4742;24;27;37
