"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
420984.874;5723710.840;522.822;20070611092851125;1350;2060;4841;6862;6732;4678;21;24;31
420994.666;5723757.422;523.726;20070611092852195;1224;2345;4829;6714;7545;4640;28;24;32
421006.464;5723799.237;524.240;20070611092853172;1244;2273;4819;6402;7371;5111;24;26;34
421020.206;5723840.036;524.822;20070611092854141;1349;2231;4875;6903;6332;4678;19;21;26
421036.559;5723882.786;525.819;20070611092855172;1288;2039;4892;6734;7465;5038;19;22;27
421053.846;5723924.703;526.941;20070611092856195;1228;2121;4900;7029;6569;5197;23;30;35
421070.246;5723963.854;527.810;20070611092857156;1632;2206;4939;6960;7077;4894;32;25;30
421087.380;5724005.948;528.161;20070611092858188;1803;2496;5057;6953;6691;5141;26;22;26
421102.638;5724045.334;528.431;20070611092859148;1637;2343;5007;6727;7849;4940;21;23;28
421117.250;5724087.941;528.505;20070611092900180;1486;2403;5090;6200;6755;4892;23;22;29
421129.384;5724127.864;528.529;20070611092901141;1614;2677;5072;7033;7571;4885;20;30;32
421140.521;5724170.562;529.012;20070611092902164;1897;2768;5131;7705;7748;4676;19;26;33
421148.253;5724211.207;529.683;20070611092903133;1385;2224;5015;7384;6622;5160;30;24;32
421152.395;5724254.649;529.903;20070611092904164;1363;2240;5127;6228;6490;5130;23;22;25
421153.395;5724297.838;528.992;20070611092905188;1629;2351;5175;7541;7668;5153;22;22;30
421152.198;5724339.149;527.569;20070611092906164;1949;2527;5196;7727;8075;5161;24;21;33
421149.458;5724379.551;525.971;20070611092907117;2538;2849;5182;7238;6532;4558;23;23;28
421145.391;5724423.099;524.192;20070611092908141;2275;3019;5086;7946;6040;4944;24;27;27
421140.598;5724466.819;522.550;20070611092909164;1859;2615;5082;6690;6892;4709;33;49;35
421135.549;5724509.398;520.951;20070611092910156;1648;2367;4814;6964;6859;4789;20;26;25
421130.499;5724551.259;519.478;20070611092911125;1531;2380;4802;6400;6320;4091;16;23;27
421124.822;5724595.686;517.969;20070611092912148;1418;2473;4877;6007;7597;5253;20;20;29
421118.467;5724637.101;516.913;20070611092913102;1404;2542;4825;6572;7396;4731;30;24;30
421110.297;5724682.518;516.146;20070611092914148;2039;2704;5043;6693;6817;4973;21;24;28
421101.959;5724724.462;515.959;20070611092915117;2102;3038;5150;5943;6701;4220;24;30;29
421092.388;5724768.863;516.318;20070611092916148;2020;2843;4955;6912;7117;4589;25;21;32
421083.081;5724810.491;517.982;20070611092917125;2630;3031;4822;8255;7934;4652;25;23;31
421073.198;5724853.538;520.764;20070611092918148;2039;2789;4908;7332;7155;4687;19;24;30
421063.533;5724893.900;523.170;20070611092919117;2220;2675;4895;7487;6739;4736;24;31;33
421052.951;5724936.701;525.342;20070611092920148;1865;2713;4907;7567;7129;4963;21;23;27
421043.597;5724977.074;527.214;20070611092921117;1139;1750;4701;6951;6955;4199;23;23;32
421035.300;5725020.027;528.781;20070611092922141;1235;2103;4916;6011;6106;5096;29;24;37
421028.765;5725062.939;529.692;20070611092923156;1209;1947;4903;6638;7530;4709;20;19;26
421023.904;5725107.004;530.845;20070611092924195;1130;1929;4788;6330;7345;4857;22;30;27
421021.272;5725148.164;532.879;20070611092925164;1263;1878;4847;6097;6233;5000;18;21;26
421020.321;5725189.581;535.563;20070611092926141;874;1836;4705;6339;6487;5460;19;25;35
421020.817;5725232.831;538.802;20070611092927164;1174;1905;4766;6405;7081;4079;25;23;33
421022.496;5725273.310;541.631;20070611092928125;1343;2013;4882;5731;6883;4768;20;23;33
421025.301;5725314.000;543.887;20070611092929094;1280;1980;4829;6739;7071;4866;24;23;33
421029.230;5725357.571;545.764;20070611092930133;1164;1716;4787;5907;6923;4992;20;29;33
421033.386;5725397.802;547.115;20070611092931094;1602;1949;4972;7100;7592;4976;20;21;31
421038.254;5725441.745;547.730;20070611092932141;2261;2543;5022;7778;7632;4659;23;22;32
421043.037;5725482.846;547.128;20070611092933117;2274;2802;5213;7247;7517;4863;25;28;31
421048.317;5725526.164;545.513;20070611092934141;1851;2494;5089;7361;7315;4952;21;24;27
421053.964;5725569.403;543.312;20070611092935156;2516;2388;5331;7307;8138;4753;26;21;36
421059.526;5725610.905;541.286;20070611092936125;3037;2791;5319;7795;6338;4702;26;22;30
421065.358;5725653.284;539.520;20070611092937109;2415;2824;5231;8072;7236;4599;27;27;33
421071.726;5725697.507;538.145;20070611092938133;2393;2504;5231;7846;6356;4787;26;22;35
421078.317;5725742.196;537.036;20070611092939164;2331;2751;5188;7240;7630;5158;20;24;28
421084.507;5725784.290;536.036;20070611092940133;1766;2810;4920;7030;7272;4755;21;25;31
421090.729;5725826.835;534.855;20070611092941109;1805;3124;5110;7191;7517;4737;27;30;28
421097.271;5725872.622;533.555;20070611092942156;2055;3156;5236;7379;5749;4520;22;25;30
421102.980;5725915.542;533.239;20070611092943133;1997;2699;5202;6597;7258;5159;23;24;32
421108.674;5725960.677;533.608;20070611092944156;1900;2910;5233;7802;7266;5462;25;24;36
421113.823;5726003.555;534.756;20070611092945125;1800;2861;5117;6964;6780;4728;26;23;37
421119.146;5726048.918;536.011;20070611092946148;1474;2630;5045;7046;7582;4410;21;30;30
421123.973;5726091.489;536.916;20070611092947109;1638;2357;5098;6670;6346;4916;21;20;31
421128.288;5726136.444;537.913;20070611092948125;1726;2280;4974;7522;6881;4835;26;34;32
421131.905;5726181.685;538.928;20070611092949148;1460;2330;4984;6378;6764;4605;21;29;29
421134.799;5726224.071;539.428;20070611092950109;1743;2275;4916;6132;6808;4660;22;23;25
421137.127;5726269.487;539.609;20070611092951141;1790;2459;5053;6069;7271;4591;27;21;35
421138.254;5726312.082;539.579;20070611092952109;1707;2409;4986;7384;7349;5026;23;26;31
421137.880;5726356.950;539.103;20070611092953133;2040;2374;4997;6812;6560;4963;24;25;32
421136.226;5726399.322;538.595;20070611092954102;2181;2812;5081;6632;7026;4900;27;30;30
421133.380;5726443.583;538.022;20070611092955117;1708;2619;5015;7193;7614;5173;21;34;28
421129.435;5726487.996;537.217;20070611092956141;2019;2676;4948;7024;6825;5159;29;26;40
421124.516;5726529.884;536.851;20070611092957109;2009;2344;5010;7757;7065;4514;22;28;30
421118.013;5726574.298;536.718;20070611092958141;2083;2665;5029;6807;7726;5286;24;27;34
421110.936;5726618.317;536.428;20070611092959164;1928;3226;4925;6887;7693;4694;18;22;32
421103.892;5726659.950;536.008;20070611093000133;1584;2887;4870;7027;7436;4688;21;28;26
421096.324;5726703.930;535.641;20070611093001156;1961;2878;4879;7765;7178;5000;27;25;35
421089.253;5726745.929;535.404;20070611093002133;1799;3017;4772;7076;7483;4973;23;22;35
421082.185;5726789.350;535.369;20070611093003141;1902;2896;4928;6462;7354;5236;23;25;34
421075.212;5726833.472;535.244;20070611093004164;1762;2535;4961;6621;7529;4849;23;25;27
421068.753;5726878.054;535.081;20070611093005195;1605;2563;4942;6325;6707;5233;21;27;34
421063.518;5726920.108;534.819;20070611093006164;1600;2573;4901;6467;6528;5013;20;27;28
421059.089;5726964.336;534.474;20070611093007180;1795;2349;4842;6921;7441;4615;22;23;30
421055.718;5727006.949;534.473;20070611093008156;1879;2608;4920;6833;7052;4476;22;28;34
421053.064;5727051.584;534.646;20070611093009180;1909;2387;4970;6211;7313;4871;22;24;28
421051.213;5727093.782;535.031;20070611093010148;1948;2527;4924;6642;7552;4244;20;23;28
421049.936;5727137.895;535.652;20070611093011164;1932;2543;5017;5969;7196;4935;23;24;29
421049.397;5727180.168;536.424;20070611093012141;1691;2110;4945;5733;7087;4838;26;21;31
