"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
418580.991;5723726.746;543.823;20070611091133141;1719;1993;4775;6488;6321;4292;18;22;26
418580.907;5723771.639;542.784;20070611091132141;2068;2067;4680;7415;6824;4722;23;22;28
418580.633;5723815.484;542.616;20070611091131164;1574;1939;4706;6956;6348;5619;23;26;27
418580.163;5723859.313;542.934;20070611091130188;1984;2175;4704;7097;7226;4988;27;26;30
418579.275;5723903.140;543.317;20070611091129211;1890;1990;4571;7018;6918;4946;30;22;30
418577.939;5723948.422;543.605;20070611091128203;1757;2140;4684;7035;6628;4822;22;21;31
418576.031;5723995.809;543.914;20070611091127148;2043;2611;4861;6972;7376;4847;22;25;28
418573.592;5724039.291;544.731;20070611091126180;1546;2001;4718;7083;6353;4724;24;26;31
418570.336;5724085.206;545.761;20070611091125156;1912;2159;4602;6791;7310;5002;22;26;34
418566.894;5724131.131;546.598;20070611091124133;1914;2095;4587;6943;6938;4623;24;23;33
418563.605;5724174.561;547.200;20070611091123164;1836;2121;4616;6565;6535;4971;22;25;29
418560.092;5724220.052;547.526;20070611091122148;1611;2088;4707;6868;6564;5144;23;25;26
418556.470;5724265.901;547.449;20070611091121125;1834;2101;4743;6840;6929;4630;19;26;30
418552.890;5724309.354;547.171;20070611091120156;2007;2250;4783;7722;6683;5161;25;20;38
418549.181;5724353.182;546.775;20070611091119180;1975;2242;4721;6044;6233;5692;21;24;27
418545.199;5724399.120;546.507;20070611091118156;1992;2244;4625;7087;7088;4654;19;26;28
418541.348;5724443.355;546.413;20070611091117172;1848;2141;4689;7158;7165;4981;21;25;32
418537.251;5724491.524;546.255;20070611091116102;1786;2147;4632;7538;7061;4738;21;22;35
418533.605;5724536.617;545.940;20070611091115102;1713;2139;4694;6841;7138;5496;27;26;30
418530.290;5724579.712;545.547;20070611091114148;1955;1864;4628;6659;6862;5223;19;20;30
418526.866;5724626.493;545.027;20070611091113117;1963;2226;4671;7625;5470;4535;21;26;30
418523.739;5724671.684;544.267;20070611091112125;1830;2035;4594;6674;6010;4955;17;21;29
418520.710;5724717.071;543.591;20070611091111133;1741;1979;4765;7128;6808;4981;20;19;34
418517.811;5724761.602;543.209;20070611091110164;1755;1886;4690;7623;6859;4945;21;22;34
418514.716;5724809.546;543.296;20070611091109125;1978;1987;4663;6988;6757;5128;24;22;30
418511.744;5724855.787;543.666;20070611091108125;1858;2136;4642;6217;6863;4514;27;24;30
418509.016;5724901.350;544.282;20070611091107141;1747;1994;4540;6924;6769;4867;22;27;30
418506.660;5724945.863;545.111;20070611091106180;1619;2114;4652;7210;7309;5009;25;23;28
418504.622;5724993.273;546.261;20070611091105156;1789;2001;4591;7210;6360;5095;22;23;26
418503.326;5725038.451;547.675;20070611091104180;1649;1961;4619;6835;6784;4934;22;25;29
418502.615;5725085.693;549.396;20070611091103156;2270;2225;4559;6664;7001;4773;21;26;37
418502.601;5725130.284;551.088;20070611091102188;1908;2237;4571;7091;6702;4890;27;22;28
418503.313;5725177.253;552.601;20070611091101164;2147;2113;4672;7354;7458;5025;21;24;26
418504.273;5725222.009;553.381;20070611091100188;2008;2121;4774;7400;6849;4946;20;21;30
418505.629;5725268.879;553.794;20070611091059164;2050;2647;4709;7717;7620;5207;20;28;27
418507.801;5725315.767;553.599;20070611091058141;2011;2263;4771;6613;6871;4947;25;24;29
418510.494;5725361.696;552.793;20070611091057141;2090;2234;4765;7328;7079;4945;22;22;39
418513.551;5725408.151;552.026;20070611091056133;2293;2468;4646;7409;6631;5137;20;27;31
418516.899;5725455.503;551.661;20070611091055109;2248;2259;4668;7290;7462;5192;20;29;27
418520.084;5725500.508;551.330;20070611091054141;1913;2183;4701;7909;7244;4791;27;21;30
418523.169;5725545.965;551.405;20070611091053164;2017;2365;4724;6728;6651;4781;24;24;30
418526.055;5725593.603;552.137;20070611091052141;1990;2237;4678;7775;6515;4901;19;25;34
418528.471;5725641.204;552.457;20070611091051117;2318;2176;4670;6972;6777;4694;24;21;33
418530.311;5725686.120;552.556;20070611091050148;2124;2193;4780;7612;7005;4953;20;24;30
418531.803;5725733.639;552.822;20070611091049117;1948;1946;4676;7928;7318;5081;22;28;32
418532.976;5725777.863;553.277;20070611091048148;1874;2000;4682;7636;6725;4704;20;22;29
418534.209;5725824.087;553.992;20070611091047125;1909;2107;4664;7274;7653;4571;19;18;30
418535.316;5725867.422;554.694;20070611091046156;2487;2273;4659;6783;7156;5001;25;21;32
418536.185;5725912.926;554.389;20070611091045133;1844;2310;4669;7012;7094;4612;21;19;29
418536.622;5725956.211;553.123;20070611091044156;1973;2327;4664;7735;7816;5221;29;25;31
418537.001;5726001.596;551.765;20070611091043133;2261;2460;4635;6789;6630;4875;23;28;30
418537.873;5726045.036;550.684;20070611091042156;1484;1855;4804;7098;5789;5170;19;22;30
418539.435;5726090.060;549.824;20070611091041148;1883;2085;4675;7673;6665;5341;25;22;34
418541.500;5726132.797;549.172;20070611091040195;2328;2399;4612;7800;7395;4911;18;21;32
418544.667;5726180.224;548.431;20070611091039141;1922;2081;4593;7125;7049;4818;22;21;31
418548.794;5726225.271;547.904;20070611091038141;1453;1950;4736;6419;7445;4844;24;25;30
418553.515;5726268.989;547.630;20070611091037172;1694;2255;4598;6774;6989;4794;24;28;29
418559.200;5726316.246;547.309;20070611091036125;1845;2451;4678;7849;7648;4704;22;23;28
418565.015;5726360.293;547.219;20070611091035148;1796;2102;4564;7047;6912;5119;22;23;27
418571.388;5726406.426;547.399;20070611091034125;2326;2294;4758;6348;7825;4606;22;38;31
418577.632;5726450.037;547.415;20070611091033156;2371;2207;4684;6963;7099;4731;26;25;25
418584.275;5726496.107;547.289;20070611091032133;2619;2311;4666;6933;6266;4325;24;30;29
418590.381;5726539.081;546.999;20070611091031180;2437;2300;4712;7406;8409;4903;27;28;31
418596.672;5726585.744;546.453;20070611091030148;2541;2088;4622;7304;7141;5130;25;19;29
418602.185;5726629.752;546.001;20070611091029180;2766;2274;4612;7552;7427;4856;32;31;28
418607.579;5726676.457;545.675;20070611091028156;2589;2304;4730;8113;7410;5302;29;23;36
