"X";"Y";"Z";"time";"x1";"y1";"z1";"x2";"y2";"z2";"x3";"y3";"z3"
422533.094;5723710.745;528.709;20070611094331094;2013;2333;4761;7632;6681;5003;22;48;31
422536.152;5723755.794;526.766;20070611094330117;2229;2356;4710;7413;8015;4398;23;20;27
422538.947;5723802.986;525.681;20070611094329094;1674;2114;4820;6865;6618;5182;25;21;33
422541.292;5723847.651;525.676;20070611094328125;1627;1955;4846;6511;7203;4964;22;27;30
422543.391;5723893.087;525.681;20070611094327141;1700;2126;4755;7468;6657;4222;25;33;36
422544.985;5723938.562;525.593;20070611094326156;1766;2127;4734;6287;6353;5207;23;22;34
422546.019;5723985.875;525.171;20070611094325133;2085;2398;4884;7031;7340;5513;20;27;29
422546.432;5724030.754;524.551;20070611094324164;1772;2220;4871;7173;6385;4965;22;26;35
422546.445;5724078.223;523.847;20070611094323141;1670;2297;4860;7101;7692;5234;26;23;43
422545.773;5724122.824;523.553;20070611094322180;2033;2254;4706;7328;7545;5120;24;24;31
422543.458;5724172.086;523.317;20070611094321117;2094;2190;4742;6018;5406;4400;25;23;34
422539.782;5724219.652;522.233;20070611094320094;2079;2242;4593;7065;7002;5233;28;30;34
422536.125;5724265.187;520.597;20070611094319117;1787;2189;4747;5985;6936;4417;20;26;27
422532.457;5724312.765;518.371;20070611094318102;2784;2621;4649;7852;8075;4608;21;23;27
422528.941;5724358.419;516.346;20070611094317133;2135;2401;4797;7705;6162;4649;24;28;30
422525.036;5724406.545;514.901;20070611094316117;2247;2306;4792;7404;6549;4959;22;21;31
422521.039;5724452.711;513.196;20070611094315148;2191;2179;4803;6693;7327;4905;24;22;28
422516.286;5724501.716;512.117;20070611094314125;2232;2251;4698;7469;6241;4575;25;25;29
422510.841;5724550.746;512.434;20070611094313102;2844;2601;4721;7616;6964;5063;24;25;34
422505.191;5724596.581;513.474;20070611094312141;2538;2332;4631;7382;7014;5113;22;23;29
422499.195;5724642.982;514.711;20070611094311164;3183;2593;4862;8025;6845;4576;22;23;29
422492.878;5724691.891;516.159;20070611094310133;2595;2336;4812;7257;7621;4913;20;21;28
422487.024;5724738.137;517.250;20070611094309156;2580;2549;4748;8544;6810;4721;24;25;35
422481.295;5724786.535;518.187;20070611094308133;2591;2351;4781;7756;7041;4983;23;21;31
422476.453;5724832.332;518.942;20070611094307164;2303;2069;4778;6387;6776;4498;21;27;37
422472.137;5724882.291;520.022;20070611094306109;2493;2083;4769;7604;7043;4854;29;22;31
422469.456;5724930.419;521.225;20070611094305094;2600;2139;4697;7908;7220;4898;21;22;26
422468.475;5724976.323;522.379;20070611094304125;2631;2260;4808;7259;7021;5185;23;23;24
422468.441;5725024.812;523.355;20070611094303102;2447;2338;4767;7572;7271;5095;24;27;26
422469.287;5725070.988;524.371;20070611094302125;2239;2373;4810;6559;7399;4875;24;26;28
422471.504;5725119.253;525.794;20070611094301102;2645;2505;4694;7992;7660;5251;21;23;31
422474.762;5725164.375;526.924;20070611094300141;2188;1964;4786;7087;6913;4897;23;20;32
422478.887;5725212.201;527.586;20070611094259117;2045;2188;4740;7123;5934;4827;20;25;31
422483.774;5725259.706;527.791;20070611094258094;2441;2416;4714;7786;7560;5193;26;23;34
422489.396;5725303.904;527.875;20070611094257133;2004;2155;4741;7580;7431;4704;22;21;28
422495.965;5725348.840;527.881;20070611094256148;1799;1948;4696;6629;7582;5295;24;20;29
422502.853;5725392.872;527.659;20070611094255180;2151;2298;4849;7322;5630;4085;29;28;30
422510.414;5725439.540;527.506;20070611094254148;2103;2234;4790;7786;7106;4753;20;46;53
422517.446;5725483.215;527.728;20070611094253180;2069;2176;4809;7108;7259;4917;22;27;29
422524.733;5725529.580;527.992;20070611094252148;1874;2166;4794;6632;7180;4645;26;22;34
422531.641;5725574.807;528.175;20070611094251141;2387;2325;4799;7269;7493;5096;19;23;31
422538.570;5725620.970;528.278;20070611094250109;2067;2329;4867;7021;6186;4949;21;23;29
422544.855;5725664.255;528.817;20070611094249141;2050;2141;4727;6896;6831;4676;22;21;35
422551.052;5725710.370;529.773;20070611094248109;2181;2279;4744;6958;7601;4924;22;26;33
422556.360;5725753.638;530.913;20070611094247141;2317;2258;4767;8137;7305;5660;20;21;32
422561.304;5725799.596;532.033;20070611094246109;2425;2197;4669;6957;7334;4678;27;20;31
422565.375;5725842.538;532.949;20070611094245141;2736;2419;4778;7948;6050;5028;21;21;27
422569.265;5725888.412;533.496;20070611094244102;4260;3111;4829;8370;7124;4787;28;27;35
422572.464;5725931.033;533.465;20070611094243133;4295;3380;4876;7769;7955;5325;26;28;34
422575.027;5725974.572;533.098;20070611094242141;3845;3140;4930;8075;5549;5410;24;27;28
422576.741;5726017.374;531.925;20070611094241164;4010;2957;4829;7763;6625;4765;29;32;30
422577.911;5726062.194;530.302;20070611094240141;4634;3668;4831;9629;7519;4961;27;23;28
422578.619;5726104.922;528.425;20070611094239164;2209;2601;4706;6302;6144;4805;23;25;27
422578.956;5726149.662;527.324;20070611094238141;3797;3059;4797;8667;6896;5096;28;25;32
422579.001;5726191.919;527.217;20070611094237172;4159;3008;4839;9052;6384;4838;21;25;32
422578.924;5726237.936;527.024;20070611094236117;3825;2944;4808;9023;7040;4909;25;63;50
422578.843;5726280.211;526.825;20070611094235148;3437;2673;4865;8629;7105;4719;27;22;32
422578.774;5726325.303;526.609;20070611094234117;2988;2461;4832;7767;6564;5124;28;25;26
422578.748;5726367.399;526.713;20070611094233156;2857;2347;4720;7661;7206;4970;25;31;26
422578.490;5726412.649;526.938;20070611094232125;3336;2649;4681;7652;7358;5010;26;21;29
422577.594;5726455.143;526.849;20070611094231156;3491;2759;4871;8112;7301;4437;20;20;32
422575.796;5726500.361;526.968;20070611094230125;2925;2548;4749;8041;7446;4605;27;19;30
422573.882;5726543.114;527.513;20070611094229148;3277;2802;4733;7687;6879;5147;30;26;30
422572.007;5726588.271;528.023;20070611094228117;3273;2607;4768;7389;6836;4612;27;23;30
422570.317;5726631.040;528.222;20070611094227141;3067;2748;4764;7407;7153;4791;27;22;32
422568.476;5726675.801;528.260;20070611094226117;3111;2950;4700;7741;6164;4720;23;24;31
422566.536;5726718.075;528.430;20070611094225148;3617;2928;4749;7392;6518;4379;24;29;31
422564.374;5726762.639;528.550;20070611094224125;3904;2871;4810;8122;6620;5472;24;22;27
422562.429;5726807.060;528.483;20070611094223102;3699;3006;4757;8273;6993;4914;27;34;36
422560.889;5726849.382;528.411;20070611094222125;3294;2594;4862;7972;7156;5019;21;20;37
422559.445;5726892.040;528.383;20070611094221141;2709;2468;4831;7220;7548;4723;26;21;32
422557.832;5726936.455;528.065;20070611094220117;2574;2444;4774;6973;6991;4592;26;22;31
422556.143;5726980.955;527.352;20070611094219094;2665;2433;4826;8038;6990;4955;25;27;38
422554.507;5727023.154;526.471;20070611094218125;2538;2227;4861;7816;7599;5213;25;28;28
422552.523;5727067.804;525.822;20070611094217102;1997;2438;4717;6559;7702;4420;22;25;27
422550.347;5727110.089;524.982;20070611094216133;3530;2879;4720;7916;6864;5185;20;23;25
422547.982;5727154.855;523.897;20070611094215109;3392;2713;4832;7062;4911;4789;23;30;31
422545.876;5727197.224;523.865;20070611094214141;2837;2531;4846;7561;6752;5478;23;32;34
422543.643;5727242.028;523.672;20070611094213117;3871;2829;4886;8021;7304;4849;25;27;33
422541.554;5727284.399;523.445;20070611094212148;4957;3126;4802;9994;6180;4985;32;23;29
